store_number,store_name,address,city,zip_code,store_location,county_number,county
3761,Cheese's Food Center,200 N WALNUT ST,LENOX,50851,POINT (-94.560455 40.882645),87,Taylor
4631,Thunder Ridge Ampride,"2425, WHITETAIL DR",CEDAR FALLS,50613,POINT (-92.475132 42.539967),07,Black Hawk
3811,Wal-Mart 1431 / Keokuk,300 NORTH PARK DR,KEOKUK,52632,POINT (-91.407263 40.418589),56,Lee
4582,Pronto / Spirit Lake,"2402, 17th ST",SPIRIT LAKE,51360,POINT (-95.126585 43.42282),30,Dickinson
4478,U S Gas,"3000, SW 9th ST",DES MOINES,50315,POINT (-93.625682 41.557862),77,Polk
4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,POINT (-91.910502 42.677024),33,Fayette
4519,Casey's General Store #2923 / WDM,1850 22ND ST,WEST DES MOINES,50266,POINT (-93.736188 41.59992),77,Polk
2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT (-91.697941 41.97447),57,Linn
4672,The Pit Stop / River City Liquor,402 S HWY 52,GUTTENBERG,52052,POINT (-91.100471 42.782424000000006),22,Clayton
3890,Smokin' Joe's #7 Tobacco and Liquor,904  1ST AVE NW,CEDAR RAPIDS,52405,POINT (-91.683669 41.972773),57,Linn
4150,Fareway Stores #951 / Waterloo,40  W SAN MARNAN,WATERLOO,50701,,07,Black Hawk
3857,Quillins Food Ranch / Waukon,9TH ST SW B,WAUKON,52172,,03,Allamakee
4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,POINT (-93.59704 41.594713),77,Polk
3822,The Secret Cellar,1205 CURTIS BR RD NE,SWISHER,52338,POINT (-91.646067 41.847398),52,Johnson
3721,Wal-Mart 0913 / Decorah,1798 OLD STAGE RD,DECORAH,52101,POINT (-91.753135 43.290041),96,Winneshiek
4185,Fareway Stores #737 / Grinnell,727 WEST ST,GRINNELL,50112,POINT (-92.727347 41.741352),79,Poweshiek
4419,KUM & GO #4 / LAMONI,2091 E MAIN ST,LAMONI,50140,POINT (-93.896684 40.623454),27,Decatur
4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,POINT (-93.793827 41.68840000000001),77,Polk
2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,POINT (-95.385111 40.761736),73,Page
3880,Target Store T-2454 / Council Bluffs,3804 METRO DR,COUNCIL BLUFFS,51503,POINT (-95.837595 41.220979),78,Pottawattamie
4062,H and A Mini Mart Corp,145 UNIVERSITY AVE,DES MOINES,50314,POINT (-93.61947 41.600419),77,Polk
3911,"Burg Spirits, Llc.",813 1/2 HIGHLAND ST,WILLIAMSBURG,52361,,48,Iowa
4741,Walgreens #03700 / Council Bluffs,535 E BROADWAY,COUNCIL BLUFFS,51503,POINT (-95.839753 41.266015),78,Pottawattamie
4736,Walgreens #03876 / Marion,1225 7TH AVE,MARION,52302,POINT (-91.596312 42.033295),57,Linn
9001,Cedar Ridge Vineyards,1441 MARAK RD NW,SWISHER,52338,POINT (-91.67737 41.8321),52,Johnson
4483,Sauce,108 E COLLEGE,IOWA CITY,52240,POINT (-91.533522 41.658979),52,Johnson
2566,Hy-Vee Food Store / Knoxville,813 N LINCOLN STE 1,KNOXVILLE,50138,,63,Marion
2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,POINT (-94.104501 41.830292),25,Dallas
3847,Logan Ave Convenience Store,735 LOGAN AVE,WATERLOO,50703,POINT (-92.337744 42.510453),07,Black Hawk
3881,7 Rayos Liquor Store,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,Marshall
4102,Fareway Stores #386 / Ames,619 BURNETT AVE,AMES,50010,POINT (-93.615428 42.027426),85,Story
4598,Quik Trip #501 / E Euclid DM,2221 E EUCLID AVE,DES MOINES,50317,POINT (-93.577655 41.627702000000006),77,Polk
3650,"Spirits, Stogies and Stuff",118 South Main St.,HOLSTEIN,51025,POINT (-95.544794 42.488704),47,Ida
2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk
4732,Walgreens #07967 / Clive,15601 HICKMAN RD,CLIVE,50325,,77,Polk
4804,Walgreens #07833 / Des Moines,3501 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664571 41.586323),77,Polk
4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,POINT (-95.899346 41.557404),43,Harrison
4461,QUIK TRIP #503 / WINDSOR HEIGHTS,7220 HICKMAN RD,WINDSOR HEIGHTS,50324,POINT (-93.717442 41.614647),77,Polk
2582,Hy-Vee #2 Food Store / Mason City,551 S ILLINOIS AVE,MASON CITY,50401,POINT (-93.17114 43.14623),17,Cerro Gordo
4222,Station Mart Liquor and Tobbacco,3594 LAFAYETTE ST,EVANSDALE,50707,,07,Black Hawk
2569,Hy-Vee Food Store #2 / Cedar Rapids,279 COLLINS ROAD NE,CEDAR RAPIDS,52402,POINT (-91.630677 42.027805),57,Linn
4158,Fareway Stores #409 / Carroll,709 MONTEREY DR,CARROLL,51401,POINT (-94.850616 42.065252),14,Carroll
2518,Hy-Vee Wine and Spirits / Red Oak,1607 NORTH BROADWAY,RED OAK,51566,POINT (-95.83539 41.279189),69,Montgomery
4005,Lansing Liquor and More,417 MAIN ST,LANSING,52151,POINT (-91.219222 43.36182),03,Allamakee
2602,Hy-Vee Food Store / Webster City,823  2ND ST,WEBSTER CITY,50595,POINT (-93.825486 42.469466),40,Hamilton
4366,Kum & Go #137 / Tiffin,101 VILLAGE DR,TIFFIN,52340,POINT (-91.6656 41.697221),52,Johnson
4084,Fareway Stores #061 / Ankeny,3205 NORTH ANKENY BLVD,ANKENY,50023,,77,Polk
3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17,Cerro Gordo
2507,Hy-Vee Food Store #1 / Burlington,939 ANGULAR,BURLINGTON,52601,POINT (-91.110752 40.801889),29,Des Moines
2953,Dahl's / E. Euclid,1320 E. EUCLID,DES MOINES,50316,POINT (-93.602851 41.627778),77,Polk
4255,FAREWAY STORES #058 / ORANGE CITY,512  8TH SE,ORANGE CITY,51041,,84,Sioux
4098,Wal-Mart 1475 / Washington,2485 HWY 92,WASHINGTON,52353,POINT (-91.660194 41.296202),92,Washington
2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.573845 41.604312),77,Polk
4729,No Frills Supermarkets #790 / Deniso,501 HIGHWAY 39 NORTH,DENISON,51442,POINT (-95.368652 42.02183),24,Crawford
3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,POINT (-90.245005 41.818874),23,Clinton
4956,The Cooler,"4920, JOHNSON AVE NW",CEDAR RAPIDS,52405,POINT (-91.734311 41.967997),57,Linn
3947,Seaton's Flag Foods,122 A EAST FRONT ST,BROOKLYN,52211,POINT (-92.444377 41.728699),79,Poweshiek
4794,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,POINT (-91.141203 40.80943700000001),29,Des Moines
4023,Wal-Mart 1389 / Boone,1515 SE MARSHALL ST,BOONE,50036,POINT (-93.869892 42.035093),08,Boone
3461,Hometown Foods / Stuart,611 S DIVISION ST,STUART,50250,POINT (-94.318443 41.49759900000001),01,Adair
4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,POINT (-95.196856 42.646379),11,Buena Vista
3696,Wal-Mart 1723 / Des Moines,5101 SE 14TH ST,DES MOINES,50315,,77,Polk
3908,County Market #214 / Fort Madison,11802 AVENUE H,FORT MADISON,52627,,56,Lee
4025,Karam Kaur Khasriya Llc,702 13TH ST,BELLE PLAINE,52208,POINT (-92.277759 41.897052),06,Benton
4317,Fareway Stores #941 / Greenfield,212 SW KENT,GREENFIELD,50849,POINT (-94.462719 41.303167),01,Adair
4742,No Frills Supermarkets #786 / Counci,"1817, W BROADWAY",COUNCIL BLUFFS,51501,POINT (-95.870993 41.261863),78,Pottawattamie
3816,Swils,200 E OAK ST,RED OAK,51566,POINT (-95.230032 41.016691),69,Montgomery
3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,POINT (-91.06411300000002 41.408437),70,Muscatine
2413,Beecher Beverage,1691 ASBURY ROAD,DUBUQUE,52001,POINT (-90.696886 42.500775000000004),31,Dubuque
4256,Fareway Stores #912 / Sioux Center,115  1ST AVE NW,SIOUX CENTER,51250,POINT (-96.176959 43.078003),84,Sioux
4069,Fareway Stores #648 / Ottumwa,1325 ALBIA RD,OTTUMWA,52501,POINT (-92.440213 41.00934),90,Wapello
3437,Scott's Foods,1120 SUNSET DRIVE,NORWALK,50211,POINT (-93.67803700000002 41.479944),91,Warren
2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90,Wapello
4248,Fareway Stores #021 / Sheldon,2603 PARK ST,SHELDON,51201,POINT (-95.821001 43.186061),71,O'Brien
4181,Puff N Snuff,1101 RHOMBERG AVE,DUBUQUE,52001,POINT (-90.660269 42.519502),31,Dubuque
4104,Fareway Stores #491 / Mason City,400 NORTH DELAWARE AVE,MASON CITY,50401,POINT (-93.199494 43.155945),17,Cerro Gordo
3064,Shugar's Super Valu / Adel,804 NILE KINNICK DR S,ADEL,50003,POINT (-94.01679600000001 41.61025),25,Dallas
2628,Hy-Vee Food Store / Eldora,1616 EDGINGTON,ELDORA,50627,POINT (-93.103764 42.360631),42,Hardin
4285,Fareway Stores #922 / New Hampton,102 S WATER AVE,NEW HAMPTON,50659,POINT (-92.312904 43.058019),19,Chickasaw
2849,CVS Pharmacy #10162 / Des Moines,3151 SE 14TH ST,DES MOINES,50320,POINT (-93.59678 41.557061),77,Polk
4502,Neighborhood Mart / Waterloo,"2100, LAFAYETTE ST",WATERLOO,50703,POINT (-92.31397200000002 42.489914),07,Black Hawk
4073,"Uptown Liquor, Llc",306 HWY 69 SOUTH,FOREST CITY,50436,POINT (-93.633306 43.261538),95,Winnebago
4049,No Frills Supermarkets / Glenwood,423 SHARP ST,GLENWOOD,51534,POINT (-95.742987 41.04635),65,Mills
4298,Terry's Food Center,305 CRISMAN ST,DYSART,52224,POINT (-92.30769 42.171406),86,Tama
4909,Pump N Pak Rock Valley,"1004, MAIN ST",ROCK VALLEY,51247,POINT (-96.294824 43.200164),84,Sioux
3573,Quik Shop Foods / Four M In,405 S MADISON,OTTUMWA,52501,POINT (-92.41041400000002 40.999034),90,Wapello
4630,EZ Stop / Davenport,2923 BRADY ST,DAVENPORT,52803,POINT (-90.570603 41.549887),82,Scott
4703,Walgreens #00910 / Sioux City,100 PIERCE ST,SIOUX CITY,51101,POINT (-96.404911 42.490838),97,Woodbury
2233,Forbes Liquor Locker / remi,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,POINT (-95.126786 43.416433),30,Dickinson
3783,Dyno's Wine and Spirits / Pocahontas,14 1/2 E ELM,POCAHONTAS,50574,POINT (-94.66731100000001 42.732607),76,Pocahontas
2559,Hy-Vee Food Store / Albia,301 HWY. 34 WEST,ALBIA,52531,POINT (-92.810772 41.015469),68,Monroe
3877,Target Store T-2041 / Des Moines,5901 DOUGLAS AVE,DES MOINES,50322,POINT (-93.699209 41.629529),77,Polk
4771,Cenex Gas Station,"502, E AVE NW",CEDAR RAPIDS,52402,POINT (-91.680323 41.977958),57,Linn
2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,Polk
3989,Liquor On The Corner / Cherokee,300 E MAIN ST,CHEROKEE,51012,POINT (-95.547298 42.749597),18,Cherokee
3624,Wal-Mart 0748 / Newton,300 IOWA SPEEDWAY DR,NEWTON,50208,POINT (-93.014458 41.697436),50,Jasper
4512,Metro Mart #4 / Waterloo,"2332, FALLS AVE",WATERLOO,50701,POINT (-92.376365 42.500152),07,Black Hawk
3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,POINT (-90.659692 42.06922000000001),49,Jackson
4895,Big Discount Liquor,5427 CENTER POINT RD NE,CEDAR RAPIDS,52402,POINT (-91.668086 42.033480000000004),57,Linn
3013,Keith's Foods,207 E LOCUST ST,BLOOMFIELD,52537,POINT (-92.412847 40.752691),26,Davis
4943,Eldon Kwik Shop,"205, 4th ST",ELDON,52554,POINT (-92.222591 40.917809),90,Wapello
4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),06,Benton
4687,Kum & Go #517 / Cedar Rapids,3132 1st AVE NE,CEDAR RAPIDS,52402,POINT (-91.634941 42.009649),57,Linn
4690,Super Stop and Shop / Baldwin,5358 HWY 64,BALDWIN,52207,POINT (-90.834314 42.073361),49,Jackson
3735,C B Liquor,1202 A AVE EAST,OSKALOOSA,52577,POINT (-92.631487 41.296286),10,Buchanan
2205,Ding's Honk And Holler,900 E WASHINGTON,CLARINDA,51632,POINT (-95.027238 40.739231),73,Page
4616,C's Spencer Liquor,719 2ND AVE W,SPENCER,51301,POINT (-95.147741 43.14521),21,Clay
4400,Kum & Go #174 / OSKALOOSA,413 A AVE W,OSKALOOSA,52577,POINT (-92.648951 41.296226),62,Mahaska
3484,Jeff's Foods,110 W CEDAR ST,MARCUS,51035,POINT (-95.808579 42.825681),18,Cherokee
4612,ATC Liquor,"214, MYRTLE ST",DAVENPORT,52802,POINT (-90.589149 41.521586),82,Scott
2527,Hy-Vee Food Store #5 / Des Moines,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.602372 41.526289),77,Polk
3655,M and M Liquor Store,2763 FLOYD BLVD,SIOUX CITY,51104,POINT (-96.380853 42.518796),97,Woodbury
3774,Eagle Country Market / Dubuque,1800 ELM ST,DUBUQUE,52001,POINT (-90.665763 42.511105),31,Dubuque
4692,Walgreens #05886 / Keokuk,1215 MAIN ST,KEOKUK,52632,POINT (-91.389502 40.40168),56,Lee
4008,Sioux Valley Spirits,116 E MAIN ST,ANTHON,51004,POINT (-95.867335 42.388268),97,Woodbury
4018,Hometown Foods / Gladbrook,310 SECOND ST PO BOX 249,GLADBROOK,50635,POINT (-92.716422 42.187653),48,Iowa
2958,Dahl's / E 33rd,3400 E 33 ST,DES MOINES,50317,POINT (-93.551522 41.62616),77,Polk
4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,POINT (-93.771698 41.688332),77,Polk
4562,Casey's General Store #2989 / Mechan,206 SHORT ST,MECHANICSVILLE,52306,,16,Cedar
3915,Sac City Food Pride,106  S 16 ST,SAC CITY,50583,POINT (-95.002637 42.422404),81,Sac
4252,Fareway Stores #840 / Monticello,433 N FARLEY ST,MONTICELLO,52310,POINT (-91.191385 42.241939),53,Jones
3769,Wal-Mart 0753 / Cedar Fall,525 BRANDILYNN BLVD,CEDAR FALLS,50613,POINT (-92.440394 42.485042),07,Black Hawk
4847,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,POINT (-90.359813 41.587349),82,Scott
2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,POINT (-93.663337 41.586313),77,Polk
2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97,Woodbury
2956,Dahl's / Fleur Dr,4121 FLEUR DRIVE,DES MOINES,50300,POINT (-93.64492 41.546838),77,Polk
4228,Fareway Stores #462 / Vinton,501 A AVE,VINTON,52349,POINT (-92.025603 42.166166),06,Benton
4119,Target Store T-2526 / Cedar Falls,214 VIKING PLAZA DR,CEDAR FALLS,50613,POINT (-92.443134 42.480862),07,Black Hawk
4711,Walgreens #06154 / Dubuque,2260 JOHN F KENNEDY RD,DUBUQUE,52002,POINT (-90.720519 42.511486),31,Dubuque
4798,Walgreens #05721 / Des Moines,3140 SE 14TH ST,DES MOINES,50320,POINT (-93.596914 41.555952),77,Polk
4269,Tipton Family Foods,610 CEDAR ST,TIPTON,52772,POINT (-91.128389 41.771753),16,Cedar
2534,Hy-Vee Drugtown / Urbandale,8601 DOUGLAS,URBANDALE,50322,POINT (-93.737447 41.62941),77,Polk
2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,POINT (-93.831913 41.614713),77,Polk
4897,Gasland #102 / Burlington,1703 MT PLEASANT ST,BURLINGTON,52601,POINT (-91.121931 40.819885),29,Des Moines
4027,Wal-Mart 1621 / Centerville,23148 HWY 5,CENTERVILLE,52544,POINT (-92.867849 40.70856),04,Appanoose
2659,Hy-Vee Food Store / Corydon,303 E JEFFERSON ST,CORYDON,50060,POINT (-93.31531 40.757159),93,Wayne
4297,Discount Liquor / Cedar Rapids,2933  1ST AVE SE,CEDAR RAPIDS,52402,POINT (-91.63487100000002 42.007104),57,Linn
4748,Walgreens #06186 / Davenport,4011 E 53RD ST,DAVENPORT,52807,POINT (-90.514255 41.574851),82,Scott
4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,POINT (-93.439899 42.009797),85,Story
3872,Target Store T-0086 / Dubuque,3500 DODGE ST,DUBUQUE,52003,POINT (-90.720589 42.491944),31,Dubuque
2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,POINT (-94.236003 43.081288),55,Kossuth
4304,Downtown Pantry / Des Moines,208  4TH ST,DES MOINES,50309,POINT (-93.621669 41.585083),77,Polk
2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 BOYSON RD NE,CEDAR RAPIDS,52402,POINT (-91.63913 42.04671),57,Linn
4110,"Brothers Market, Inc.",706 HIGHWAY 57,PARKERSBURG,50665,POINT (-92.785196 42.570357),12,Butler
4188,"Main St. Market, Inc.",882 MAIN ST,HOLY CROSS,52053,POINT (-90.995943 42.600941),31,Dubuque
2661,Hy-Vee Food Store / Sheldon,1989 PARK ST,SHELDON,51201,POINT (-95.831721 43.186038),71,O'Brien
4331,Moore's Foods,303 HIGHWAY 150 N,WEST UNION,52175,POINT (-91.814402 42.965065),33,Fayette
4024,Wal-Mart 1546 / Iowa Falls,840 S OAK,IOWA FALLS,50126,POINT (-93.262446 42.503407),42,Hardin
3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,POINT (-90.609747 41.589369),82,Scott
4628,Oelwein Bottle and Can Inc.,137 2nd AVE SE,OELWEIN,50662,POINT (-91.910523 42.67564),33,Fayette
4708,No Frills Supermarkets #803 / Glenwo,423 SHARP ST,GLENWOOD,51534,POINT (-95.742987 41.04635),65,Mills
4531,Casey's General Store #2626 / Afton,501 N DOUGLAS ST,AFTON,50830,POINT (-94.197613 41.031441),88,Union
4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,POINT (-92.727379 41.745903),79,Poweshiek
4077,Xo Food And Liquor,428 FRANKLIN ST,WATERLOO,50703,POINT (-92.33464100000002 42.501602),07,Black Hawk
3521,Ameristar Casino / Council Bluffs,2200 RIVER ROAD,COUNCIL BLUFFS,51501,POINT (-95.909384 41.242291),78,Pottawattamie
4691,Railroad Street Tobacco and Spirits,701 RAILROAD ST,IOWA FALLS,50126,POINT (-93.265716 42.518710000000006),42,Hardin
2596,Hy-Vee / Regal Liquors and Video,2453 NORTH COURT,OTTUMWA,52501,POINT (-92.408085 41.049854),90,Wapello
3576,Liquor Store / Hartley,10  3RD ST NW,HARTLEY,51346,POINT (-95.477367 43.184821),71,O'Brien
3728,Brewski's Beverage,726 CREEK TOP,COUNCIL BLUFFS,51503,POINT (-95.854809 41.262316),78,Pottawattamie
4862,Pronto Market / Kingsley,101 MAIN ST,KINGSLEY,51028,POINT (-95.967322 42.58707400000001),75,Plymouth
4864,CLINTON LIQUOR & CONVENIENCE STORE,1641 S BLUFF BLVD,CLINTON,52733,POINT (-90.225022 41.833351),23,Clinton
4526,Sub Xpress & Gas,4307 W LOCUST ST,DAVENPORT,52804,POINT (-90.637353 41.538148),82,Scott
3531,Osage Liquors,508 MAIN ST,OSAGE,50461,POINT (-92.814028 43.284116),66,Mitchell
2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine
4678,Fareway Stores #124 / Adel,804 NILE KINNICK DR,ADEL,50003,POINT (-94.01679600000001 41.61025),25,Dallas
4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,POINT (-91.530225 41.656031),52,Johnson
3910,Riverside Casino And Resort,3184 HIGHWAY 22,RIVERSIDE,52327,POINT (-91.531499 41.496387000000006),92,Washington
4340,Dahl's Foods / Ames,3121 GRAND AVE,AMES,50010,POINT (-93.620697 42.053378),85,Story
4463,Casey's General Store #3031 / Garner,145 US HWY 18 W,GARNER,50438,POINT (-93.603007 43.105833),41,Hancock
3841,Hartig Drug Company #2 / Locust,157 LOCUST ST,DUBUQUE,52001,POINT (-90.665439 42.495308),31,Dubuque
4707,Walgreens #05119 / Clinton,806 S  4TH ST,CLINTON,52732,POINT (-90.193208 41.837297),23,Clinton
3695,Mrs. B's Liquor,623 S MARION ST,REMSEN,51050,POINT (-95.977022 42.808951),75,Plymouth
4013,Wal-Mart 0841 / Tipton,1126 HIGHWAY 38 NORTH,TIPTON,52772,POINT (-91.03069 41.438006),16,Cedar
3631,Audubon Food Pride,104 MARKET ST PO BOX 206,AUDUBON,50025,POINT (-94.93625 41.723057),05,Audubon
4268,Fareway Stores #531 / Algona,1905 HIGHWAY 18 E,ALGONA,50511,POINT (-94.214064 43.082782),55,Kossuth
4681,Spirits & Such,100 E ELM ST,WEST UNION,52175,POINT (-91.807891 42.961269),33,Fayette
4006,Larchwood Offsale,913 BROWN ST PO BOX 326,LARCHWOOD,51241,POINT (-96.435452 43.453843),60,Lyon
4296,Circle B Market,111 MAIN ST,KEOSAUQUA,52565,POINT (-91.962466 40.7294),89,Van Buren
4548,Casey's General Store #2594 / Walker,401 GRANT ST,WALKER,52352,POINT (-91.781945 42.283922),57,Linn
4203,Liquor and Tobacco Outlet /,620 W BREMER AVE,WAVERLY,50677,POINT (-92.47898 42.725694),09,Bremer
4426,LIQUOR AND GROCERY DEPOT,114 CENTRAL ST N Suite 1,MARSHALLTOWN,50158,POINT (-93.385376 41.190159),64,Marshall
3878,Liquor and Tobacco Outlet /,2128 COLLEGE ST,CEDAR FALLS,50613,POINT (-92.455801 42.518018000000005),07,Black Hawk
4223,STATION MART LIQUOR AND TOBACCO,1119 RIVER FOREST RD,EVANSDALE,50707,POINT (-92.297765 42.462807),07,Black Hawk
4091,Fareway Stores #705 / Clear Lake,910 HWY 18 W,CLEAR LAKE,50428,POINT (-93.613385 43.105949),17,Cerro Gordo
4443,Palo Mini Mart,1204 1ST ST,PALO,52324,POINT (-91.795808 42.070316),57,Linn
4230,Fareway Stores #106 / Clive,10151 UNIVERSITY AVE,CLIVE,50325,POINT (-93.756489 41.600511),77,Polk
4814,"Byron Supermarket, Inc.",306 BYRON AVE,WATERLOO,50702,POINT (-92.353141 42.480288),07,Black Hawk
3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,POINT (-93.561517 41.600476),77,Polk
2844,CVS Pharmacy #8547 / Iowa City,2425 MUSCATINE AVE,IOWA CITY,52240,POINT (-91.50008800000002 41.649547),52,Johnson
4038,No Frills Supermarkets / Denison,501 HIGHWAY 39 NORTH,DENISON,51442,POINT (-95.368652 42.02183),24,Crawford
2955,Dahl's / Beaver,1819 BEAVER,DES MOINES,50310,POINT (-93.672695 41.610525),77,Polk
4861,The Station / Cedar Rapids,3645 STONE CREEK CIRCLE SW,CEDAR RAPIDS,52404,POINT (-91.747514 41.943626),57,Linn
2838,CVS Pharmacy #8658 / Davenport,1655 W KIMBERLY RD,DAVENPORT,52806,POINT (-90.600088 41.559969),82,Scott
4162,Fareway Stores #963 / Cedar Rapids,4220  16TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.726726 41.963791),57,Linn
3785,Southside Tobacco and Liquor,2424 SW 9TH ST,DES MOINES,50315,POINT (-93.624729 41.56373),77,Polk
4801,Walgreens #05852 / Des Moines,3030 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.658747 41.60037),77,Polk
4627,Casey's General Store #1388 / Sully,"807, 1st ST",SULLY,50251,POINT (-92.844307 41.581097),50,Jasper
4083,Fareway Stores #909 / Ankeny,109 SE ORALABOR RD,ANKENY,50021,POINT (-93.59949600000002 41.702811),77,Polk
2961,Dahl's / Ep True / Wdm,5003 E P TRUE PARKWAY,WEST DES MOINES,50265,POINT (-93.772517 41.571897),77,Polk
2367,Spencer's Grocery,101 SOUTH BURNETT,SHENANDOAH,51601,POINT (-95.381935 40.765934),73,Page
4617,Lickety Liquor,2501 HUBBELL AVE,DES MOINES,50317,POINT (-93.570489 41.607817),77,Polk
3943,Good and Quick Co,519 LINCOLNWAY,NEVADA,50201,POINT (-93.464816 42.022781),85,Story
4160,Fareway Stores #034 / Iowa City,2765 COMMERCE DR,IOWA CITY,52240,POINT (-91.48043 41.629617),52,Johnson
4190,Fareway Stores #888 / Jefferson,1207 N ELM ST,JEFFERSON,50129,POINT (-94.377667 42.026833),37,Greene
4760,Walgreens #07455 / Waterloo,111 W RIDGEWAY AVE,WATERLOO,50701,POINT (-92.357476 42.469401),07,Black Hawk
2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 JOHNSON AVE NW,CEDAR RAPIDS,52405,POINT (-91.73337 41.968343),57,Linn
4135,Fareway Stores #925 / Altoona,620 SE 8TH ST,ALTOONA,50009,POINT (-93.458606 41.644082000000004),77,Polk
4301,Sahota Food Mart,1805 SE 14TH ST,DES MOINES,50320,POINT (-93.59684900000002 41.57222),77,Polk
2839,CVS Pharmacy #8659 / Davenport,1777 DIVISION ST,DAVENPORT,52804,,82,Scott
4139,University Groceries,2121 UNIVERSITY AVE,DES MOINES,50314,,77,Polk
4720,Chariton BP,"107, EAST GRACE",CHARITON,50049,POINT (-93.293312 41.005258),59,Lucas
4289,Fareway Stores #062 / Waukon,777  11TH AVE SW,WAUKON,52172,POINT (-91.484321 43.256623),03,Allamakee
4066,Xpress Liquor,1201 NORTH JEFFERSON STE 100,INDIANOLA,50125,,91,Warren
4820,Lil' Chubs Corner Stop,712 S OAK ST,INWOOD,51240,POINT (-96.430827 43.30226),60,Lyon
2837,CVS Pharmacy #8544 / Waterloo,1825 E San Marnan,WATERLOO,50702,POINT (-92.321632 42.466956),07,Black Hawk
3929,Liquor And Tobacco Outlet,515 1/2 BROADWAY ST,WATERLOO,50703,POINT (-92.345106 42.510792),07,Black Hawk
4572,Grundy Center Family Foods,"1400, G AVE",GRUNDY CENTER,50638,POINT (-92.782283 42.36157),38,Grundy
4436,Kum & Go #216  Ames,203 WELCH AVE,AMES,50010,POINT (-93.650125 42.021236),85,Story
4140,Fareway Stores #900 / Euclid,100 EUCLID AVE,DES MOINES,50313,POINT (-93.618724 41.627684),77,Polk
3492,Jubilee Foods / Rockwell City,319 COURT ST,ROCKWELL CITY,50579,POINT (-94.632453 42.394636),13,Calhoun
4764,New Star / Fort Dodge,1923 5TH AVE S,FORT DODGE,50501,POINT (-94.170859 42.501169),94,Webster
4257,Broadway Liquor,821 BROADWAY,WATERLOO,50703,POINT (-92.345144 42.513772),07,Black Hawk
2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,POINT (-91.473634 43.262114),03,Allamakee
4040,No Frills Supermarkets / Council Blu,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503,POINT (-95.81877500000002 41.24394),78,Pottawattamie
