store_number,store_name,address,city,zip_code,store_location,county_number,county
4569,Car-Go-Express / Sutherland,202 WEST SOUTHERN ST,SUTHERLAND,51058,POINT (-95.499742 42.968051),71,O'Brien
3972,Hometown Foods / Hubbard,210 MAPLE ST BOX 295,HUBBARD,50122,POINT (-93.302481 42.305571),42,Hardin
4259,Kum & Go #175 Liquors / Oskaloosa,901 S MARKET,OSKALOOSA,52577,POINT (-92.645075 41.287632),62,Mahaska
4588,Sam's Mini Mart / Sioux City,"923, W 7TH ST",SIOUX CITY,51103,POINT (-96.419074 42.503495),97,Woodbury
4702,Walgreens #05361 / Fort Dodge,2503 5th AVE S,FORT DODGE,50501,POINT (-94.162484 42.501197),94,Webster
3826,Terribles Lakeside Casino,777 CASINO DR,OSCEOLA,50213,POINT (-93.797561 41.040078),20,Clarke
2634,Hy-Vee Wine and Spirits / Ames,3615 LINCOLN WAY,AMES,50014,POINT (-93.667932 42.022911),85,Story
4254,Fareway Stores #849 / Emmetsburg,2008  12TH ST,EMMETSBURG,50536,POINT (-94.677307 43.109244),74,Palo Alto
4942,East Village Pantry,"333, E GRAND AVE",DES MOINES,50309,POINT (-93.613492 41.590253),77,Polk
4706,Walgreens #05144 / Clinton,1905 N  2ND ST,CLINTON,52732,POINT (-90.182002 41.866652),23,Clinton
4437,Kum & Go #215  Ames,4506 LINCOLN WAY,AMES,50010,,85,Story
4434,Todd's,209 S UNION ST,ROCK RAPIDS,51246,POINT (-96.175502 43.430056),60,Lyon
4173,L and K Liquor,132 NORTH MAIN ST PO BOX 306,PAULLINA,51046,POINT (-95.687686 42.979946),71,O'Brien
4704,The Filling Station / Council Bluffs,1531 2nd AVE,COUNCIL BLUFFS,51501,POINT (-95.867208 41.259698),78,Pottawattamie
4335,The Bottle Shop / Inwood,313 S MAIN ST,INWOOD,51240,POINT (-96.431975 43.306588),60,Lyon
4396,"Trunck's Country Foods, INC.",606 GRUNDY AVE,REINBECK,50669,POINT (-92.601293 42.325703),38,Grundy
4132,Camanche Food Pride,908 7TH AVE,CAMANCHE,52730,POINT (-90.257535 41.788751),23,Clinton
4673,Sonny's Super Market / West Point,327 5TH ST,WEST POINT,52656,POINT (-91.452491 40.717867),56,Lee
4840,Independence Ave Liquor & Food / Wat,1761 INDEPENDENCE AVE,WATERLOO,50707,POINT (-92.302514 42.498404),07,Black Hawk
4846,Casey's General Store #2697 / Onawa,"706, 10TH ST",ONAWA,51040,POINT (-96.097205 42.03035700000001),67,Monona
4497,Casey's General Store #20 / Alden,"1008, Grand",ALDEN,50006,POINT (-93.38023700000001 42.514223),42,Hardin
4270,Kum & Go Liquors #37 / Ottumwa,2508 N COURT ST,OTTUMWA,52501,POINT (-92.409169 41.051858),90,Wapello
4094,Campustown Liquor,218 WELCH AVE STE 3,AMES,50015,POINT (-93.650122 42.02069600000001),85,Story
4566,Kum & Go #508 / Cedar Rapids,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404,POINT (-91.658073 41.923446),57,Linn
4449,Kum & Go #121 / URBANDALE,12041 DOUGLAS PKWY,URBANDALE,50322,POINT (-93.782998 41.62962),77,Polk
4724,Walgreens #05942 / Newton,1204 1ST AVE EAST,NEWTON,50208,POINT (-93.038091 41.699223),50,Jasper
4601,Kum & Go #4110 / Guthrie DM,2110 GUTHRIE AVE,DES MOINES,50317,POINT (-93.578778 41.61508),77,Polk
4368,Kum & Go #570 / Johnston,5800 NORTHGLEN DR,JOHNSTON,50131,POINT (-93.698308 41.682764),77,Polk
3654,The Beverage Shop / Belmond,207 E MAIN ST,BELMOND,50421,POINT (-93.615247 42.845901),99,Wright
4138,Fareway Stores #657 / Indianola,1309 W 2ND,INDIANOLA,50125,POINT (-93.579252 41.356616),91,Warren
3403,Econ-o-mart / Columbus Junction,113 EAST WALNUT ST.,COLUMBUS JUNCTION,52738,POINT (-91.358467 41.280183),58,Louisa
4381,Kum & Go #443 / Williamsburg,2177 M AVE,WILLIAMSBURG,52361,POINT (-92.066146 41.690903),48,Iowa
4414,KUM & GO #23 / NEOLA,29356 298TH ST,NEOLA,51559,POINT (-95.612045 41.438788),78,Pottawattamie
4807,Williamsburg Foods,"103, W WALNUT ST",WILLIAMSBURG,52361,POINT (-92.007391 41.662819),48,Iowa
4164,Expo Mart / Bettendorf,1810 STATE ST,BETTENDORF,52722,POINT (-90.506775 41.525308),82,Scott
4430,Kum & Go #87 / Fort Dodge,1601 FIFTH AVENUE S,FORT DODGE,50501,POINT (-94.175805 42.501112),94,Webster
4466,THE PUMPER,515 W WATER ST,FAYETTE,52142,POINT (-91.80894 42.844438),33,Fayette
4803,Walgreens #07453 / Des Moines,104 E EUCLID AVE,DES MOINES,50313,POINT (-93.617218 41.627683),77,Polk
4785,Casey's General Store #2835 / Avoca,1019 N CHESTNUT ST,AVOCA,51521,POINT (-95.336353 41.485575),78,Pottawattamie
4810,Kum & Go #518 / Ankeny,3603 NE OTTERVIEW CIRCLE,ANKENY,50021,POINT (-93.572458 41.760989),77,Polk
4376,Kum & Go #6 / Mason City,1920 S FEDERAL AVE,MASON CITY,50401,POINT (-93.201072 43.133204),17,Cerro Gordo
4236,Fareway Stores #551 / Eagle Grove,205 NW  1ST ST,EAGLE GROVE,50533,POINT (-93.903801 42.665165),99,Wright
4093,Hiway 20 Liquors / Fort Dodge,1724  5TH AVE SOUTH,FORT DODGE,50501,POINT (-94.173816 42.501131),94,Webster
4410,Kum & Go #203 / Perry,1219 1ST ST,PERRY,50220,,08,Boone
2836,CVS Pharmacy #8546 / Waterloo,205 FRANKLIN ST,WATERLOO,50703,POINT (-92.337641 42.503596),07,Black Hawk
4016,Hometown Foods / Conrad,119 N MAIN ST PO BOX 296,CONRAD,50621,POINT (-92.874589 42.225148),38,Grundy
4574,ThuLords,413 BROAD ST,WHITTEMORE,50598,POINT (-94.422941 43.06357),55,Kossuth
4441,SPEEDE SHOP,204 N Main St,Garnavillo,52049,POINT (-91.236067 42.868763),22,Clayton
4726,Walgreens #07454 / Ankeny,901 N ANKENY BLVD,ANKENY,50021,,77,Polk
3970,"The Liquor Cabinet, Inc.","835 6 ST, STE 1",NEVADA,50201,POINT (-93.452277 42.019292),85,Story
2579,Hy-Vee Food Store / Grinnell,320 WEST STREET SOUTH,GRINNELL,50112,POINT (-92.727343 41.7283),79,Poweshiek
4753,Casey's General Store #2521 / Adair,110 S 5TH ST,ADAIR,50002,POINT (-93.300253 41.013948),01,Adair
4728,Walgreens #05077 / Iowa City,2214 MUSCATINE AVE,IOWA CITY,52240,POINT (-91.502717 41.64953800000001),52,Johnson
4034,Spice-n-ice,123 N LAWLER ST,POSTVILLE,52162,POINT (-91.56837200000001 43.08605),03,Allamakee
4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque
4398,KUM & GO #4786 / BELMOND,112 RIVER AVE S,BELMOND,50421,POINT (-93.616821 42.84535),99,Wright
4201,Fareway Stores #022 / Sioux City,4040 WAR EAGLE DR,SIOUX CITY,51109,POINT (-96.461706 42.49488100000001),97,Woodbury
4663,Casey's General Store #3077 / Peosta,236 PEOSTA ST,PEOSTA,52068,POINT (-90.85041 42.443954),31,Dubuque
4293,Eddyville Market and Deli L,121 WALNUT,EDDYVILLE,52553,POINT (-92.63762 41.156476),90,Wapello
4451,Kum & Go #96 / WEBSTER CITY,1803 SUPERIOR ST,WEBSTER CITY,50595,POINT (-93.815845 42.459531),40,Hamilton
2327,West Side Spirits,801 HULL ST,CORNING,50841,POINT (-94.74369200000001 40.990378),02,Adams
4131,Fareway Stores #933 / Urbandale,8450 MEREDITH DR,URBANDALE,50322,POINT (-93.734312 41.643829),77,Polk
4546,Casey's General Store #2303 / Glidde,705 IDAHO ST,GLIDDEN,51443,POINT (-94.728981 42.063817),14,Carroll
4446,QUIK TRIP #513 / URBANDALE,4600 MERLE HAY RD,URBANDALE,50322,POINT (-93.697999 41.644296),77,Polk
4614,Urban Liquor,6401 DOUGLAS AVE ste 1,URBANDALE,50322,POINT (-93.705732 41.629411),77,Polk
3829,Gary's Foods / Mt Vernon,715  1ST AVE S,MOUNT VERNON,52314,POINT (-91.422487 41.916708),57,Linn
4246,Fareway Stores #938 / Shenandoah,1007 S FREMONT ST,SHENANDOAH,51601,,73,Page
4504,JIFFY EXPRESS #921 / INDIANOLA,311 NORTH JEFFERSON,INDIANOLA,50125,,91,Warren
4337,Grand Falls Casino Resort,1415 GRAND FALLS BLVD,LARCHWOOD,51241,,60,Lyon
4607,Casey's General Store #1024 / Gutten,"1131, S HWY 52",GUTTENBERG,52052,POINT (-91.100516 42.772826),22,Clayton
4171,"Brothers Market, Inc. / Cascade",105 SE NIXON ST,CASCADE,52033,POINT (-90.993859 42.3036),31,Dubuque
4777,Casey's General Store #1365 / Paulli,"315, E GRAND AVE",PAULLINA,51046,POINT (-95.684058 42.98282),71,O'Brien
4575,Casey's General Store #2304 / Slater,200 6th AVE,SLATER,50244,POINT (-93.679808 41.877859),85,Story
4458,QUIK TRIP #568 / JOHNSTON,5169 MERLE HAY RD,JOHNSTON,50131,POINT (-93.69753300000002 41.654161),77,Polk
2113,Jamboree Foods,1119 MARKET ST. BOX 71,GOWRIE,50543,POINT (-94.289457 42.28057),94,Webster
2445,Ruback's Food Center,504 SOUTH HIGHWAY,OAKLAND,51560,,78,Pottawattamie
4696,Quik Trip #517 / West Des Moines,1451 22nd ST,WEST DES MOINES,50266,POINT (-93.735967 41.59527),77,Polk
3056,Clarion Super Valu Ii,325 CENTRAL AVE W,CLARION,50525,POINT (-93.735875 42.731643),99,Wright
4669,Vom Fass / Des Moines,"833, 42ND ST",DES MOINES,50312,POINT (-93.674384 41.59343100000001),77,Polk
4850,Big 10 Mart,4141 CENTERPOINT RD NE,CEDAR RAPIDS,52402,POINT (-91.665352 42.021302),57,Linn
4303,Mepo Foods,111 N WAPELLO,MEDIAPOLIS,52637,POINT (-91.170033 41.008539),29,Des Moines
4890,Casey's General Store #3210 / Urband,4400 128TH ST,URBANDALE,50323,,77,Polk
4646,Pronto Market / Fairbank,104 4th ST,FAIRBANK,50629,POINT (-92.098282 42.85035400000001),10,Buchanan
3591,Ackley Super Foods,526 MAIN ST,ACKLEY,50601,POINT (-93.055216 42.554159),94,Webster
3616,Laurens Food Pride,410 W MAIN ST,LAURENS,50554,POINT (-94.853219 42.846725),76,Pocahontas
4811,Casey's General Store #1327 / Lovili,"1807, HWY 5 S",LOVILIA,50150,POINT (-92.906673 41.135611),68,Monroe
4710,Walgreens #09708 / Dubuque,55 JOHN F KENNEDY RD,DUBUQUE,52002,POINT (-90.71557 42.493304),31,Dubuque
4790,Mediapolis Fast Break,"109, WAPELLO ST",MEDIAPOLIS,52405,POINT (-91.170025 41.007416),29,Des Moines
4472,Quick Shop Foods / Centerville,1023 SOUTH MAIN,CENTERVILLE,52544,POINT (-92.874182 40.72417500000001),04,Appanoose
3928,Smokin' Joe's #12 Tobacco and Liquor,465 HWY 965 UNIT G,NORTH LIBERTY,52317,POINT (-91.60759 41.739524),52,Johnson
4844,Iowa City Fast Break,"2580, NAPLES AVE",IOWA CITY,52240,POINT (-91.571064 41.632792),52,Johnson
4551,Casey's General Store #2845 / Urband,201 SUNSET ST,URBANA,52345,,06,Benton
4772,Kum & Go #97 / West Des Moines,196 S 50TH ST,WEST DES MOINES,50265,POINT (-93.770921 41.570542),77,Polk
4382,Kum & Go #8 / 8th St / WDM,1293 8TH AVE,WEST DES MOINES,50265,,77,Polk
4184,Fareway Stores #998 / Muscatine,2100 CEDAR PLAZA DR,MUSCATINE,52761,POINT (-91.08192400000001 41.435264),70,Muscatine
4597,Quik Trip #523 / Army Post DM,850 ARMY POST RD,DES MOINES,50315,POINT (-93.62509300000002 41.526428),77,Polk
4770,Casey's General Store #3080 / Hudson,"354, E ELDORA RD",HUDSON,50643,POINT (-92.44941200000001 42.409554),07,Black Hawk
4442,A-TOWN LIQUOR STORE,212 10TH ST,ALTON,51003,POINT (-96.010058 42.987005),84,Sioux
4362,Kum & Go #135 / Polk City,303 W BROADWAY ST,POLK CITY,50226,POINT (-93.71443100000002 41.772214),77,Polk
4824,Casey's General Store #3224 / Cresto,301 W TAYLOR ST,CRESTON,50801,POINT (-94.364142 41.049199),88,Union
4444,Kum & Go #4127 / SLOAN,1864 HWY 141,SLOAN,51055,POINT (-96.236082 42.228581),97,Woodbury
4306,Northside One Stop / Hampton,1208  4TH ST NE,HAMPTON,50441,POINT (-93.202452 42.753045),35,Franklin
4560,Casey's General Store #2914 / Harlan,"1006, CHATBURN AVE",HARLAN,51537,POINT (-95.322969 41.645404),83,Shelby
4506,Casey's General Store #2667 / Tiffin,403 STEPHENS ST,TIFFIN,52340,POINT (-91.660199 41.707316),52,Johnson
4469,Sperry One Stop Shop LLC,516 HWY 141,COON RAPIDS,50058,POINT (-94.678374 41.865913),14,Carroll
4438,Kum & Go #214  Ames,111 DUFF AVE,AMES,50010,POINT (-93.610396 42.023592),85,Story
4817,Casey's General Store #3217 / Knoxvi,"1201, E MAIN ST",KNOXVILLE,50138,POINT (-93.086255 41.318981),63,Marion
3700,Avoca Liquor,158 SOUTH ELM,AVOCA,51521,POINT (-95.339412 41.476306),78,Pottawattamie
4622,Quik Trip #544 / SE 14th DM,"3941, SE 14th ST",DES MOINES,50320,POINT (-93.596748 41.548497),77,Polk
3920,Smokin' Joe's #11 Tobacco and Liquor,1606 CAMANCHE AVE,CLINTON,52732,POINT (-90.204748 41.827845),23,Clinton
4640,Mart Stop #1 / Davenport,"3527, SPRING ST",DAVENPORT,52807,POINT (-90.547751 41.5563),82,Scott
4783,Casey's General Store #1684 / Emmets,"2406, MAIN ST",EMMETSBURG,50536,POINT (-94.68211 43.111911),74,Palo Alto
3818,Round Window Liquor,703 W PLEASANT ST,KNOXVILLE,50138,POINT (-93.10564100000002 41.320746),63,Marion
4517,Casey's General Store #2767 / Cedar,3434 1ST AVE NE,CEDAR RAPIDS,52402,POINT (-91.635028 42.013062),57,Linn
4647,B and B EAST / Waterloo,1615 BISHOP AVE,WATERLOO,50707,POINT (-92.293057 42.49807),07,Black Hawk
4621,Casey's General Store #23 / Maxwell,"100, MAIN ST",MAXWELL,50161,POINT (-93.39968000000002 41.888013),85,Story
4309,The Party Pantry,430 S 35TH ST,COUNCIL BLUFFS,51501,POINT (-95.902023 41.257663),78,Pottawattamie
4144,"Liquor, Beer and Tobacco Outlet",1908 CLARK ST,CHARLES CITY,50616,POINT (-92.661881 43.05913400000001),34,Floyd
4196,Fareway Stores #987 / Davenport,1635 WEST 53RD ST,DAVENPORT,52806,POINT (-90.598191 41.574438),82,Scott
4908,Zapf's Pronto Market,107 1st ST SW,ELKADER,52043,POINT (-91.405293 42.85389),22,Clayton
2657,Hy-Vee Food Store / Bedford,1604 BENT,BEDFORD,50833,POINT (-94.72557800000001 40.676171),87,Taylor
4888,Circle S Bluff Stop,302 1ST ST,SERGEANT BLUFF,51054,POINT (-96.361378 42.400333),97,Woodbury
4608,Casey's General Store #3050 / Counci,"510, 23rd AVE",COUNCIL BLUFFS,51503,POINT (-95.85248 41.23931),78,Pottawattamie
4114,After 5 Somewhere,704 W 7TH ST PO BOX 372,ATLANTIC,50022,POINT (-95.023116 41.40406200000001),15,Cass
4592,Dyno's #29 / Emmetsburg,"2401, MAIN",EMMETSBURG,50536,POINT (-94.681939 43.111913),74,Palo Alto
4518,Casey's General Store #2824 / WDM,6630 MILLS CIVIC PARKWAY,WEST DES MOINES,50266,POINT (-93.799283 41.561791),77,Polk
4905,South Side Grocery,"319, COURT ST",ROCKWELL CITY,50579,POINT (-94.632453 42.394636),13,Calhoun
3957,Karl's Grocery Store,101 WEST MADISON,EDGEWOOD,52042,POINT (-91.401487 42.645390000000006),22,Clayton
4585,Casey's General Store #2561 / Farley,"306, 1st ST SW",FARLEY,52046,POINT (-91.006139 42.439552),31,Dubuque
4643,Cubby's Red Oak,"2405, N BROADWAY ST",RED OAK,51566,POINT (-95.232924 41.027387),69,Montgomery
4484,JEFF'S MARKET / WEST LIBERTY,200 E 3RD,WEST LIBERTY,52776,POINT (-91.26158700000002 41.569916),70,Muscatine
3712,Monte Spirits,109 N 4TH ST,MONTEZUMA,50171,POINT (-92.523692 41.585429),79,Poweshiek
4834,Muscatine Fast Break,2603 SECOND AVE,MUSCATINE,52761,POINT (-91.034915 41.451884),70,Muscatine
4629,Kwik Shop #541 / Glenwood,309 N LOCUST ST,GLENWOOD,51534,POINT (-95.744909 41.050184),65,Mills
4698,Quality Quick Stop,201 W BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.965379 41.006639),51,Jefferson
4411,KUM & GO #95 / DE SOTO,1203 GUTHRIE ST,DE SOTO,50069,POINT (-94.012641 41.538192),25,Dallas
4078,Prime Mart 4,2323 MAIN ST,CEDAR FALLS,50613,POINT (-92.44586000000001 42.516198),07,Black Hawk
4249,Fareway Stores #048 / Clarinda,115 ESSIE DAVISON DR,CLARINDA,51632,POINT (-95.040293 40.724008),73,Page
3740,Hometown Foods / Waterloo,1010 E MITCHELL AVE,WATERLOO,50702,POINT (-92.343118 42.476639),07,Black Hawk
4699,Walgreens #06553 / Bettendorf,830 MIDDLE RD,BETTENDORF,52722,POINT (-90.521768 41.538452),82,Scott
4537,Casey's General Store #1834 / Leon,401 NW CHURCH ST,LEON,50144,POINT (-93.747901 40.742126),27,Decatur
4225,T P Plaza,1701 IOWA AVE,MARSHALLTOWN,50158,,64,Marshall
4664,Casey's General Store #24 / Boone,1127 STORY,BOONE,50036,POINT (-93.88006800000001 42.067645),08,Boone
4875,Bani's,"307, MAIN ST",CEDAR FALLS,50613,POINT (-92.445477 42.535592),07,Black Hawk
4786,Casey's General Store #1706 / Winter,1021 N 1st ST,WINTERSET,50273,POINT (-94.013479 41.34362600000001),61,Madison
3779,"Station Wine and Spirits, T",2324 N 15TH ST,FORT DODGE,50501,POINT (-94.177993 42.529612),94,Webster
4121,Newport Bp / Wapello,13410 STATE HWY 78,WAPELLO,52653,POINT (-91.185031 41.087806),58,Louisa
4540,Casey's General Store #2915 / Bellev,1104 N RIVERVIEW ST,BELLEVUE,52031,POINT (-90.427844 42.268432),49,Jackson
3676,T and M Foods,107 E TRAER,GREENE,50636,POINT (-92.801846 42.895914),12,Butler
4881,Sperry One Stop Shop LLC,516 HWY 141,COON RAPIDS,50058,POINT (-94.678374 41.865913),14,Carroll
4494,SELECT MART / SIOUX CITY,800 HAMILTON BLVD,SIOUX CITY,51103,POINT (-96.41738 42.504385),97,Woodbury
4581,Prime Mart / Cedar Falls,2728 CENTER ST,CEDAR FALLS,50613,POINT (-92.455972 42.561054),07,Black Hawk
4283,Guppys On The Go,680 LINDALE DR,MARION,52302,POINT (-91.621476 42.033645),57,Linn
4399,KUM & GO #59 / WAUKEE,33083 UTE AVE,WAUKEE,50263,POINT (-93.88066800000001 41.56041),25,Dallas
4523,Casey's General Store #2563 / Exira,312 W WASHINGTON ST,EXIRA,50076,POINT (-94.879847 41.591142),05,Audubon
4462,SHELTON'S,"113, 1ST ST NW",BUFFALO CENTER,50424,POINT (-93.947595 43.386755),95,Winnebago
4925,Kum & Go #574 / Urbandale,8600 MEREDITH DR,URBANDALE,50266,POINT (-93.88318400000001 41.643849),77,Polk
4432,Kum & Go #201 Coralville,822 1ST AVE,CORALVILLE,52241,POINT (-91.565766 41.681286),52,Johnson
3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,POINT (-91.390767 43.055133),22,Clayton
4336,Last Call 2,120 N MAIN ST,GEORGE,51237,POINT (-96.002297 43.344294),60,Lyon
4788,Walgreens #12580 / Cedar Rapids,324 EDGEWOOD RD NW,CEDAR RAPIDS,52405,POINT (-91.715942 41.975039),57,Linn
4599,Quik Trip #500 / Hubbell DM,3700 HUBBELL AVE,DES MOINES,50317,POINT (-93.54490600000001 41.629026),77,Polk
4510,Casey's General Store #1007 / Malver,701 MAIN ST,MALVERN,51551,POINT (-95.585127 41.005672),65,Mills
4405,KUM & GO #92 / ANKENY,1025 E  1ST ST,ANKENY,50021,POINT (-93.58166 41.731869),77,Polk
4347,Jeff's Market / Blue Grass,102 W MAYNE,BLUE GRASS,52726,POINT (-90.766126 41.509119),82,Scott
4367,Kum & Go #109 / Mason City,1224 N FEDERAL AVE,MASON CITY,50401,POINT (-93.201061 43.163367),17,Cerro Gordo
4858,Hwy 34 Truckstop,4305 W MT PLEASANT,WEST BURLINGTON,52655,POINT (-91.208324 40.82658),29,Des Moines
4453,SID'S GAS and GROCERIES,"1116, HWY 69 SOUTH",FOREST CITY,50436,POINT (-93.637202 43.24898100000001),95,Winnebago
4625,Kwik Shop #532 / Council Bluffs,1602 AVENUE G,COUNCIL BLUFFS,51501,POINT (-95.86789 41.26712),78,Pottawattamie
4355,Kum & Go #124 / Story City,1554 BROAD ST,STORY CITY,50248,POINT (-93.57573 42.187733),85,Story
4071,Kellogg Country Store,103 BLAIR ST,KELLOG,50136,POINT (-92.903113 41.7144),50,Jasper
2664,Hy-Vee C-Store / Charles City,1003 KELLY ST,CHARLES CITY,50616,POINT (-92.674229 43.066255),34,Floyd
4375,Kum & Go #237 / Grimes,801 N 1ST ST,GRIMES,50111,POINT (-94.498753 41.680108),77,Polk
4391,KUM & GO #236 / GREENFIELD,508 SE KENT ST,GREENFIELD,50849,POINT (-94.45363 41.303202),01,Adair
4914,Prime Mart / Center St,2728 CENTER ST,CEDAR FALLS,50613,POINT (-92.455972 42.561054),07,Black Hawk
4351,Kum & Go #301 / Clear Lake,2325 7th Ave North N,CLEAR LAKE,50248,POINT (-93.02241 41.705265),17,Cerro Gordo
4324,Dayton Community Grocery,22 NORTH MAIN,DAYTON,50530,POINT (-94.068439 42.26168),94,Webster
2609,Hy-Vee Drugstore #2 / Ames,500 MAIN ST,AMES,50010,POINT (-93.618247 42.025042),85,Story
4756,Walgreens #03196 / Marshalltown,5 E ANSON,MARSHALLTOWN,50158,POINT (-92.911565 42.038119),64,Marshall
4068,Sa Petro Mart,136  1ST ST,WEST DES MOINES,50265,POINT (-93.703344 41.570743),77,Polk
4539,Casey's General Store #40 / Scranton,900 LOCUST ST,SCRANTON,51462,POINT (-94.551577 42.02248),37,Greene
4076,Sakar Liquor Store,1026 W RIVER DR #B,DAVENPORT,52802,POINT (-90.588375 41.520158),82,Scott
4658,Casey's General Store #3027 / Iowa F,904 WASHINGTON AVE,IOWA FALLS,50126,POINT (-93.26836500000002 42.519634),42,Hardin
3907,Smokin' Joe's #16 Tobacco and Liquor,1504 PARK AVE,MUSCATINE,52761,POINT (-91.030569 41.442458),70,Muscatine
4541,Casey's General Store #1045 / Delmar,502 MARKET,DELMAR,52037,POINT (-90.606669 42.003648),23,Clinton
4661,Quik Trip #531 / Grimes,"1900, SE 37th ST",GRIMES,50111,POINT (-93.773467 41.658525),77,Polk
3065,Montezuma Super Valu,201 S FRONT ST,MONTEZUMA,50171,POINT (-92.527248 41.584179),79,Poweshiek
4779,Casey's General Store #25 / Mount Ay,"300, W SOUTH ST",MOUNT AYR,50854,POINT (-94.240402 40.710908),80,Ringgold
4380,Kum & Go #254 / West Branch,620 S DOWNEY ST,WEST BRANCH,52358,POINT (-91.346676 41.668271),16,Cedar
4552,Casey's General Store #2493 / Buffal,222 W FRONT ST,BUFFALO,52728,,82,Scott
2498,Charley's Quik Shop,910 MAIN ST,ARLINGTON,50606,POINT (-91.674803 42.751074),33,Fayette
4448,Kum & Go #572 / URBANDALE,4860 NW URBANDALE DR,URBANDALE,50322,POINT (-93.769429 41.646391),77,Polk
3959,Hartig Drug Company #8 / University,1600 UNIVERSITY AVE,DUBUQUE,52001,POINT (-90.688027 42.498279),31,Dubuque
4754,Walgreens #12148 / Waverly,320 W BREMER AVE,WAVERLY,50677,POINT (-92.475049 42.725721),09,Bremer
4595,Quik Trip #559 / Fleur Dr DM,4024 FLEUR DR,DES MOINES,50321,POINT (-93.645068 41.547105),77,Polk
3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,POINT (-92.09922100000001 42.847479),09,Bremer
4773,"Fast Mart 2, LLC",2704 VINE ST,WEST DES MOINES,50265,POINT (-93.741511 41.580206),77,Polk
4521,Casey's General Store #1002 / Grand,504 16TH ST N,GRAND JUNCTION,50107,POINT (-94.232024 42.035781),37,Greene
4489,Casey's General Store #2763 / Cedar,641 EDGEWOOD RD NW,CEDAR RAPIDS,52405,POINT (-91.715925 41.979772),57,Linn
4455,Kum & Go #1959 / Eldora,2359 EDGINGTON AVE,ELDORA,50627,POINT (-93.113653 42.360612),42,Hardin
4113,Tobacco Hut #6 / Council,3134 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,POINT (-95.847514 41.228712),78,Pottawattamie
4527,Casey's General Store #30 / Gilmore,105 SE FIRST ST,GILMORE CITY,50541,POINT (-94.44175 42.732227),46,Humboldt
4782,Casey's General Store #2529 / Lamoni,406 E MAIN ST,LAMONI,50140,POINT (-93.92909 40.62366),27,Decatur
4536,Casey's General Store #2420 / Dubuqu,2699 ROCKDALE,DUBUQUE,52003,POINT (-90.678368 42.455083),31,Dubuque
4279,Keota Eagle Foods,217 E BROADWAY,KEOTA,52248,POINT (-91.952725 41.363958),54,Keokuk
4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14TH ST,DES MOINES,50313,POINT (-93.600266 41.648602),77,Polk
4683,New Star 3 / Waterloo,1459 ANSBOROUGH AVE,WATERLOO,50701,POINT (-92.376863 42.493091),07,Black Hawk
4947,The Music Station,1420 W FIRST ST,CEDAR FALLS,50647,POINT (-92.462826 42.537839),07,Black Hawk
4357,Kum & Go #125 / Story City,527 PARK AVE,STORY CITY,50248,POINT (-93.597789 42.186722),85,Story
3968,Monroe Liquor,105 W SHERMAN PO BX 1023,MONROE,50170,,50,Jasper
4667,Kum & Go #56 / Bevington,101 E IA HIGHWAY 92,BEVINGTON,50033,POINT (-93.790419 41.360431),61,Madison
4232,"Elliott's General Store,",23828 HWY J18,MORAVIA,52571,POINT (-92.834054 40.892417),04,Appanoose
4843,Stewart Road Fast Break,"2418, STEWART RD",MUSCATINE,52761,POINT (-91.07265200000002 41.390911),70,Muscatine
4422,KUM & GO #193 / STUART,104 N DIVISION ST,STUART,50250,POINT (-94.318376 41.503858),01,Adair
4867,Speedy Gas N Shop,"430, S 35TH ST",COUNCIL BLUFFS,51501,POINT (-95.902023 41.257663),78,Pottawattamie
4522,Casey's General Store #2523 / Monroe,201 RALPH ST,MONROE,50170,POINT (-93.099657 41.509806),50,Jasper
4659,Casey's General Store #2802 / Conrad,409 E CENTER,CONRAD,50621,POINT (-92.86887400000002 42.22453600000001),38,Grundy
4559,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,POINT (-92.811539 43.285134),66,Mitchell
4495,Casey's General Store #3055 / Grundy,"504, G AVE",GRUNDY CENTER,50638,POINT (-92.770411 42.361494),38,Grundy
4577,Casey's General Store #2551 / Woodwa,"906, S MAIN ST",WOODWARD,50276,POINT (-93.9222 41.848949),25,Dallas
4488,Casey's General Store #2762 / Cedar,20 MILLER AVE SW,CEDAR RAPIDS,52404,POINT (-91.657314 41.924504),57,Linn
4406,KUM & GO #4020 / ANKENY,1910 SW WHITE BIRCH CIRCLE,ANKENY,50023,POINT (-93.62657100000001 41.701905),77,Polk
4471,Kum & Go #212 / WATERLOO,117 E SAN MARNAN DR,WATERLOO,50702,POINT (-92.355753 42.457847),07,Black Hawk
4564,JEFF'S MARKET / DURANT,408 6th AVE,DURANT,52747,POINT (-90.911744 41.600606),16,Cedar
2846,CVS Pharmacy #8443 / Cedar Rapids,3419 16th AVE SW,CEDAR RAPIDS,52404,POINT (-91.716615 41.963516),57,Linn
